Year,Month,SE,CE,NE,NO,NW,CW,SW
2018,2,249.5718146,250.6962734,245.9739534,245.7219175,245.5061643,245.6165656,244.8928688
2018,3,252.9953825,248.3669726,241.0797312,239.9064971,244.6710897,246.9316336,252.1887307
2018,4,257.8653194,254.1200886,248.3739638,248.5535429,251.562522,253.002297,257.5012706
2018,5,259.2673807,258.9896112,257.6815981,258.0535167,257.0867339,256.3455725,258.3677062
2018,6,268.095186,267.0008507,265.0523242,265.5430408,265.6089818,265.9342461,268.833574
2018,7,270.352578,268.1180547,266.833974,267.839102,266.3882845,266.807726,270.6200128
2018,8,267.5814714,264.3695445,263.46044,266.8627803,265.1454414,263.2069259,268.3008933
2018,9,261.8030986,258.0995048,253.420896,255.3198966,256.6136456,257.0471432,261.9022295
2018,10,253.9714391,251.2746405,248.5103333,249.0074213,247.2893558,246.5235367,252.4866368
2018,11,255.4323668,250.7347713,245.1187536,244.0365765,247.1764319,249.5027641,254.5650704
2018,12,254.6591409,248.9992508,239.655154,240.1495263,245.5391299,249.3273784,255.2756069
