Date,CE,CW,NE,NO,NW,SE,SW,,,,,,,,,
6/2/2010,6.24583463,7.587596596,2.030156273,2.012676907,8.267430468,11.75905005,1.508288664,,5/29/2010,6.457312572,7.803579619,2.090187027,2.07860038,8.486037517,12.13004955,1.568223285
6/9/2010,6.240271373,7.613077525,2.043095993,2.014650886,8.363904666,11.79455866,1.49193382,,6/2/2010,6.24583463,7.587596596,2.030156273,2.012676907,8.267430468,11.75905005,1.508288664
6/12/2010,6.237886119,7.623995848,2.04864124,2.015496764,8.405245307,11.80977541,1.484925384,,6/9/2010,6.240271373,7.613077525,2.043095993,2.014650886,8.363904666,11.79455866,1.49193382
6/13/2010,6.23491235,7.627635012,2.05048961,2.015778708,8.419024792,11.8148475,1.482589343,,6/12/2010,6.237886119,7.623995848,2.04864124,2.015496764,8.405245307,11.80977541,1.484925384
6/15/2010,6.228964867,7.641209758,2.054186281,2.016342575,8.446582677,11.82499142,1.477917417,,6/13/2010,6.23491235,7.627635012,2.05048961,2.015778708,8.419024792,11.8148475,1.482589343
6/19/2010,6.210543476,7.631014599,2.056260159,2.031380901,8.431523441,11.82130497,1.472445931,,6/15/2010,6.228964867,7.641209758,2.054186281,2.016342575,8.446582677,11.82499142,1.477917417
6/20/2010,6.205938555,7.628465868,2.056778606,2.035140682,8.427759008,11.82038351,1.471078165,,6/19/2010,6.210543476,7.631014599,2.056260159,2.031380901,8.431523441,11.82130497,1.472445931
6/22/2010,6.196729224,7.623368475,2.057815474,2.042660483,8.420230611,11.81854076,1.468342761,,6/20/2010,6.205938555,7.628465868,2.056778606,2.035140682,8.427759008,11.82038351,1.471078165
6/24/2010,6.187520576,7.618271176,2.058852305,2.050180603,8.412702822,11.81291896,1.465607527,,6/22/2010,6.196729224,7.623368475,2.057815474,2.042660483,8.420230611,11.81854076,1.468342761
6/30/2010,6.159898728,7.543146238,2.061962582,2.072742876,8.390123129,11.7960555,1.45740284,,6/24/2010,6.187520576,7.618271176,2.058852305,2.050180603,8.412702822,11.81291896,1.465607527
7/1/2010,6.360472207,7.781647437,2.131230294,2.145720319,8.665905727,12.18635339,1.504570058,,6/30/2010,6.159898728,7.543146238,2.061962582,2.072742876,8.390123129,11.7960555,1.45740284
7/3/2010,6.350959779,7.755774428,2.132301518,2.153492593,8.658129857,12.18054572,1.501744437,,7/1/2010,6.360472207,7.781647437,2.131230294,2.145720319,8.665905727,12.18635339,1.504570058
7/5/2010,6.341448057,7.729902762,2.133372706,2.161265196,8.650354615,12.18187265,1.498918991,,7/3/2010,6.350959779,7.755774428,2.132301518,2.153492593,8.658129857,12.18054572,1.501744437
7/6/2010,6.33669246,7.723624542,2.133908285,2.165151621,8.646467232,12.18253618,1.497506333,,7/5/2010,6.341448057,7.729902762,2.133372706,2.161265196,8.650354615,12.18187265,1.498918991
7/7/2010,6.33193704,7.717084235,2.134443855,2.169038129,8.64130676,12.18319975,1.49609372,,7/6/2010,6.33669246,7.723624542,2.133908285,2.165151621,8.646467232,12.18253618,1.497506333
7/8/2010,6.327181796,7.710544048,2.134979416,2.172924718,8.636146466,12.18231743,1.49468115,,7/7/2010,6.33193704,7.717084235,2.134443855,2.169038129,8.64130676,12.18319975,1.49609372
7/11/2010,6.312917122,7.690924204,2.136586043,2.184584983,8.620666654,12.18518938,1.490443703,,7/8/2010,6.327181796,7.710544048,2.134979416,2.172924718,8.636146466,12.18231743,1.49468115
7/12/2010,6.308162583,7.684384495,2.137121566,2.188471902,8.615507082,12.18614678,1.489031308,,7/11/2010,6.312917122,7.690924204,2.136586043,2.184584983,8.620666654,12.18518938,1.490443703
7/13/2010,6.303408221,7.677844906,2.137657081,2.192358905,8.610232462,12.18724954,1.487618957,,7/12/2010,6.308162583,7.684384495,2.137121566,2.188471902,8.615507082,12.18614678,1.489031308
7/14/2010,6.298654036,7.671305437,2.138192586,2.196245989,8.604142253,12.18905969,1.48620665,,7/13/2010,6.303408221,7.677844906,2.137657081,2.192358905,8.610232462,12.18724954,1.487618957
7/15/2010,6.293900026,7.664766087,2.138728082,2.200133155,8.598052256,12.19013333,1.484794387,,7/14/2010,6.298654036,7.671305437,2.138192586,2.196245989,8.604142253,12.18905969,1.48620665
7/16/2010,6.287733926,7.66118816,2.137697958,2.210923532,8.598045181,12.19196332,1.483567191,,7/15/2010,6.293900026,7.664766087,2.138728082,2.200133155,8.598052256,12.19013333,1.484794387
7/22/2010,6.250740842,7.619708818,2.131517433,2.275666658,8.59800094,12.20294154,1.476204518,,7/16/2010,6.287733926,7.66118816,2.137697958,2.210923532,8.598045181,12.19196332,1.483567191
7/23/2010,6.244575914,7.612796235,2.13048738,2.286457323,8.597993279,12.20477095,1.474977489,,7/22/2010,6.250740842,7.619708818,2.131517433,2.275666658,8.59800094,12.20294154,1.476204518
7/25/2010,6.232246562,7.598971623,2.128427306,2.308038777,8.597977703,12.20842952,1.472523502,,7/23/2010,6.244575914,7.612796235,2.13048738,2.286457323,8.597993279,12.20477095,1.474977489
7/26/2010,6.226082137,7.592059591,2.127397283,2.318829566,8.597969787,12.2113992,1.471296544,,7/25/2010,6.232246562,7.598971623,2.128427306,2.308038777,8.597977703,12.20842952,1.472523502
8/5/2010,6.175011143,7.522895911,2.117118419,2.426740728,8.597863062,12.24086513,1.458913875,,7/26/2010,6.226082137,7.592059591,2.127397283,2.318829566,8.597969787,12.2113992,1.471296544
8/14/2010,6.129165508,7.460595503,2.107895762,2.523864308,8.597720887,12.26618518,1.447618927,,8/5/2010,6.175011143,7.522895911,2.117118419,2.426740728,8.597863062,12.24086513,1.458913875
8/15/2010,6.124071982,7.453674443,2.106871019,2.534655908,8.597704003,12.26899792,1.446364211,,8/14/2010,6.129165508,7.460595503,2.107895762,2.523864308,8.597720887,12.26618518,1.447618927
8/16/2010,6.123156608,7.448559976,2.107042325,2.536507699,8.590161839,12.27417876,1.440822108,,8/15/2010,6.124071982,7.453674443,2.106871019,2.534655908,8.597704003,12.26899792,1.446364211
8/24/2010,6.115834879,7.407652668,2.108412586,2.551322372,8.529837614,12.33430537,1.396493984,,8/16/2010,6.123156608,7.448559976,2.107042325,2.536507699,8.590161839,12.27417876,1.440822108
8/27/2010,6.113089812,7.392316291,2.10892635,2.55687803,8.507222035,12.3568507,1.379874925,,8/24/2010,6.115834879,7.407652668,2.108412586,2.551322372,8.529837614,12.33430537,1.396493984
8/28/2010,6.112174859,7.387204634,2.109097594,2.558729935,8.499684228,12.36255255,1.374335722,,8/27/2010,6.113089812,7.392316291,2.10892635,2.55687803,8.507222035,12.3568507,1.379874925
8/30/2010,6.117186393,7.376982022,2.109440066,2.562433773,8.484609717,12.37395592,1.363258042,,8/28/2010,6.112174859,7.387204634,2.109097594,2.558729935,8.499684228,12.36255255,1.374335722
8/31/2010,6.119692067,7.37234357,2.109611295,2.564285706,8.478122873,12.37965743,1.357719564,,8/30/2010,6.117186393,7.376982022,2.109440066,2.562433773,8.484609717,12.37395592,1.363258042
9/1/2010,5.924707431,7.130037388,2.041725018,2.483359016,8.198357782,11.98570992,1.308562575,,8/31/2010,6.119692067,7.37234357,2.109611295,2.564285706,8.478122873,12.37965743,1.357719564
9/4/2010,5.931981426,7.116572506,2.042222088,2.488735679,8.179528029,11.99909606,1.292485228,,9/1/2010,5.924707431,7.130037388,2.041725018,2.483359016,8.198357782,11.98570992,1.308562575
9/5/2010,5.93440597,7.112084566,2.042387769,2.490527919,8.173252116,12.00355794,1.287483665,,9/4/2010,5.931981426,7.116572506,2.042222088,2.488735679,8.179528029,11.99909606,1.292485228
9/6/2010,5.936830454,7.107596802,2.042553444,2.492320167,8.168012031,12.00813912,1.282482314,,9/5/2010,5.93440597,7.112084566,2.042387769,2.490527919,8.173252116,12.00355794,1.287483665
9/7/2010,5.939254878,7.103109215,2.042719115,2.494112425,8.163540912,12.01244147,1.277481173,,9/6/2010,5.936830454,7.107596802,2.042553444,2.492320167,8.168012031,12.00813912,1.282482314
9/8/2010,5.941679242,7.098621805,2.042884779,2.495904692,8.159070081,12.01358274,1.272480244,,9/7/2010,5.939254878,7.103109215,2.042719115,2.494112425,8.163540912,12.01244147,1.277481173
9/9/2010,5.94160907,7.094134572,2.04305044,2.497696968,8.154599541,12.01472402,1.267479526,,9/8/2010,5.941679242,7.098621805,2.042884779,2.495904692,8.159070081,12.01358274,1.272480244
9/12/2010,5.941398601,7.089421872,2.043547391,2.503073851,8.141189659,12.01814796,1.252478639,,9/9/2010,5.94160907,7.094134572,2.04305044,2.497696968,8.154599541,12.01472402,1.267479526
9/15/2010,5.941188204,7.084709698,2.044044298,2.508450817,8.127782385,12.02300573,1.237479652,,9/12/2010,5.941398601,7.089421872,2.043547391,2.503073851,8.141189659,12.01814796,1.252478639
9/26/2010,5.944940508,7.083291132,2.046172022,2.48797299,8.159895316,12.01735207,1.291309804,,9/15/2010,5.941188204,7.084709698,2.044044298,2.508450817,8.127782385,12.02300573,1.237479652
10/12/2010,6.148743072,7.313446707,2.117574594,2.540125263,8.480135015,12.40944074,1.415211884,,9/26/2010,5.944940508,7.083291132,2.046172022,2.48797299,8.159895316,12.01735207,1.291309804
10/15/2010,6.149799917,7.310343296,2.118173842,2.534353802,8.489177509,12.40784996,1.43036625,,10/12/2010,6.148743072,7.313446707,2.117574594,2.540125263,8.480135015,12.40944074,1.415211884
10/23/2010,6.152617776,7.302068606,2.119771594,2.518962964,8.511838232,12.41179559,1.442179972,,10/15/2010,6.149799917,7.310343296,2.118173842,2.534353802,8.489177509,12.40784996,1.43036625
10/29/2010,6.15473079,7.301656459,2.120969675,2.50741957,8.528829205,12.41475521,1.4510355,,10/23/2010,6.152617776,7.302068606,2.119771594,2.518962964,8.511838232,12.41179559,1.442179972
11/1/2010,5.957213396,7.066186078,2.053130942,2.420949472,8.261925699,12.01571143,1.408511354,,10/29/2010,6.15473079,7.301656459,2.120969675,2.50741957,8.528829205,12.41475521,1.4510355
11/3/2010,5.957894892,7.066230644,2.053517345,2.417225711,8.267405178,12.01746062,1.41136644,,11/1/2010,5.957213396,7.066186078,2.053130942,2.420949472,8.261925699,12.01571143,1.408511354
11/9/2010,5.95993917,7.060415042,2.054676423,2.40605428,8.283841101,12.02270831,1.419929062,,11/3/2010,5.957894892,7.066230644,2.053517345,2.417225711,8.267405178,12.01746062,1.41136644
11/12/2010,5.96096119,7.057507538,2.05525589,2.400468482,8.292057633,12.02533222,1.424208891,,11/9/2010,5.95993917,7.060415042,2.054676423,2.40605428,8.283841101,12.02270831,1.419929062
11/14/2010,5.961642494,7.055569311,2.055642174,2.379755684,8.297534803,12.02797831,1.427061562,,11/12/2010,5.96096119,7.057507538,2.05525589,2.400468482,8.292057633,12.02533222,1.424208891
11/17/2010,5.962664384,7.051948992,2.056221561,2.374470014,8.305749756,12.02917775,1.431339745,,11/14/2010,5.961642494,7.055569311,2.055642174,2.379755684,8.297534803,12.02797831,1.427061562
11/20/2010,5.963686195,7.048328908,2.056800898,2.369184292,8.313963764,12.03396294,1.435616941,,11/17/2010,5.962664384,7.051948992,2.056221561,2.374470014,8.305749756,12.02917775,1.431339745
11/21/2010,5.964026781,7.047207615,2.056994,2.367422373,8.316701556,12.03555799,1.436902503,,11/20/2010,5.963686195,7.048328908,2.056800898,2.369184292,8.313963764,12.03396294,1.435616941
11/22/2010,5.964367359,7.046086348,2.057187096,2.365660447,8.319237666,12.03703364,1.438187967,,11/21/2010,5.964026781,7.047207615,2.056994,2.367422373,8.316701556,12.03555799,1.436902503
11/23/2010,5.964707928,7.044965107,2.057380188,2.363898517,8.321775584,12.05950418,1.439473331,,11/22/2010,5.964367359,7.046086348,2.057187096,2.365660447,8.319237666,12.03703364,1.438187967
11/24/2010,5.965048488,7.043843892,2.057573273,2.36213658,8.324313403,12.06019343,1.440758596,,11/23/2010,5.964707928,7.044965107,2.057380188,2.363898517,8.321775584,12.05950418,1.439473331
11/25/2010,5.972781689,7.042722703,2.057766353,2.360374638,8.326851132,12.06088265,1.44204376,,11/24/2010,5.965048488,7.043843892,2.057573273,2.36213658,8.324313403,12.06019343,1.440758596
11/26/2010,5.980514684,7.042773458,2.057959428,2.358586246,8.32938877,12.06157184,1.443328826,,11/25/2010,5.972781689,7.042722703,2.057766353,2.360374638,8.326851132,12.06088265,1.44204376
12/3/2010,6.235794561,7.276702089,2.127954496,2.424269581,8.625085292,12.46860864,1.500732221,,11/26/2010,5.980514684,7.042773458,2.057959428,2.358586246,8.32938877,12.06157184,1.443328826
12/4/2010,6.243783625,7.276583445,2.128153963,2.422421527,8.627663524,12.46943868,1.5020593,,12/3/2010,6.235794561,7.276702089,2.127954496,2.424269581,8.625085292,12.46860864,1.500732221
12/5/2010,6.251772475,7.2764648,2.128353424,2.420573468,8.630241662,12.47031778,1.503386277,,12/4/2010,6.243783625,7.276583445,2.128153963,2.422421527,8.627663524,12.46943868,1.5020593
12/6/2010,6.252706491,7.276346153,2.128552879,2.418725402,8.632819699,12.47119686,1.504713151,,12/5/2010,6.251772475,7.2764648,2.128353424,2.420573468,8.630241662,12.47031778,1.503386277
12/12/2010,6.258310069,7.277103828,2.129749494,2.407636879,8.648285981,12.47647069,1.504439829,,12/6/2010,6.252706491,7.276346153,2.128552879,2.418725402,8.632819699,12.47119686,1.504713151
12/15/2010,6.261111525,7.27748243,2.130347727,2.402092536,8.656017856,12.47910718,1.508040381,,12/12/2010,6.258310069,7.277103828,2.129749494,2.407636879,8.648285981,12.47647069,1.504439829
12/17/2010,6.262979039,7.277734744,2.13074652,2.398396277,8.661171976,12.4808199,1.510398252,,12/15/2010,6.261111525,7.27748243,2.130347727,2.402092536,8.656017856,12.47910718,1.508040381
12/25/2010,6.270448112,7.280344679,2.132341474,2.383610998,8.681784691,12.48766976,1.56508662,,12/17/2010,6.262979039,7.277734744,2.13074652,2.398396277,8.661171976,12.4808199,1.510398252
12/28/2010,6.273248606,7.281323214,2.13293949,2.378066418,8.689512915,12.49023804,1.568724724,,12/25/2010,6.270448112,7.280344679,2.132341474,2.383610998,8.681784691,12.48766976,1.56508662
1/14/2011,6.289113892,7.300455364,2.136327304,2.346646102,8.733290232,12.50478741,1.589323746,,12/28/2010,6.273248606,7.281323214,2.13293949,2.378066418,8.689512915,12.49023804,1.568724724
2/5/2011,5.699025042,6.592430496,1.93354375,2.082822373,7.939267257,11.31164349,1.459557486,,1/14/2011,6.289113892,7.300455364,2.136327304,2.346646102,8.733290232,12.50478741,1.589323746
2/6/2011,5.699867289,6.591602963,1.933723592,2.081152812,7.941590559,11.31241581,1.460649147,,2/5/2011,5.699025042,6.592430496,1.93354375,2.082822373,7.939267257,11.31164349,1.459557486
2/7/2011,5.700709514,6.590775454,1.933903429,2.079483246,7.943547782,11.31318811,1.461740718,,2/6/2011,5.699867289,6.591602963,1.933723592,2.081152812,7.941590559,11.31241581,1.460649147
2/13/2011,5.705762398,6.585810917,1.934982347,2.069465735,7.955289509,11.3173499,1.468288259,,2/7/2011,5.700709514,6.590775454,1.933903429,2.079483246,7.943547782,11.31318811,1.461740718
2/17/2011,5.709130542,6.582501716,1.935701526,2.062787285,7.963115831,11.32005684,1.472651489,,2/13/2011,5.705762398,6.585810917,1.934982347,2.069465735,7.955289509,11.3173499,1.468288259
2/18/2011,5.709972523,6.581674477,1.935881308,2.061117659,7.965072218,11.32073351,1.473742072,,2/17/2011,5.709130542,6.582501716,1.935701526,2.062787285,7.963115831,11.32005684,1.472651489
2/22/2011,5.713340222,6.578365769,1.936600385,2.054439099,7.972190455,11.32278665,1.478103506,,2/18/2011,5.709972523,6.581674477,1.935881308,2.061117659,7.965072218,11.32073351,1.473742072
2/26/2011,5.716707565,6.575057454,1.937319383,2.047760451,7.979351328,11.32483958,1.482463503,,2/22/2011,5.713340222,6.578365769,1.936600385,2.054439099,7.972190455,11.32278665,1.478103506
2/27/2011,5.7173131,6.574230436,1.93749912,2.046090775,7.98114138,11.32535278,1.483553279,,2/26/2011,5.716707565,6.575057454,1.937319383,2.047760451,7.979351328,11.32483958,1.482463503
3/2/2011,6.331893499,7.274721909,2.130387795,2.259769042,8.845051389,12.54048791,1.646124428,,2/27/2011,5.7173131,6.574230436,1.93749912,2.046090775,7.98114138,11.32535278,1.483553279
3/3/2011,6.332563844,7.273425195,2.13054776,2.257920449,8.849001859,12.54105605,1.647330567,,3/2/2011,6.331893499,7.274721909,2.130387795,2.259769042,8.845051389,12.54048791,1.646124428
3/4/2011,6.333234172,7.272128515,2.130707721,2.256071849,8.800362825,12.54162416,1.648536606,,3/3/2011,6.332563844,7.273425195,2.13054776,2.257920449,8.849001859,12.54105605,1.647330567
3/5/2011,6.333904483,7.270831873,2.130867677,2.254223243,8.793464009,12.54219227,1.649742545,,3/4/2011,6.333234172,7.272128515,2.130707721,2.256071849,8.800362825,12.54162416,1.648536606
3/8/2011,6.335915312,7.266942159,2.136396893,2.248677389,8.798311194,12.54389649,1.653359768,,3/5/2011,6.333904483,7.270831873,2.130867677,2.254223243,8.793464009,12.54219227,1.649742545
3/9/2011,6.336585554,7.265645659,2.136568229,2.246828759,8.796534741,12.54446454,1.65456531,,3/8/2011,6.335915312,7.266942159,2.136396893,2.248677389,8.798311194,12.54389649,1.653359768
3/10/2011,6.337255779,7.264349195,2.136739562,2.244980123,8.799304179,12.54503257,1.655770752,,3/9/2011,6.336585554,7.265645659,2.136568229,2.246828759,8.796534741,12.54446454,1.65456531
3/12/2011,6.338596177,7.261756375,2.137082212,2.241282833,8.802659832,12.54616859,1.648514501,,3/10/2011,6.337255779,7.264349195,2.136739562,2.244980123,8.799304179,12.54503257,1.655770752
3/13/2011,6.33926635,7.260460018,2.13725353,2.24273041,8.804244288,12.5392744,1.649627245,,3/12/2011,6.338596177,7.261756375,2.137082212,2.241282833,8.802659832,12.54616859,1.648514501
3/14/2011,6.339936506,7.259163697,2.137424844,2.240873837,8.805828677,12.54012096,1.650739892,,3/13/2011,6.33926635,7.260460018,2.13725353,2.24273041,8.804244288,12.5392744,1.649627245
3/15/2011,6.34003052,7.257867413,2.137596154,2.239017256,8.807413007,12.54096751,1.651852442,,3/14/2011,6.339936506,7.259163697,2.137424844,2.240873837,8.805828677,12.54012096,1.650739892
3/16/2011,6.343909189,7.259827636,2.137811347,2.237160669,8.805690723,12.53942743,1.651427921,,3/15/2011,6.34003052,7.257867413,2.137596154,2.239017256,8.807413007,12.54096751,1.651852442
3/17/2011,6.347125863,7.261787757,2.138026536,2.235304077,8.807238175,12.54566207,1.651003327,,3/16/2011,6.343909189,7.259827636,2.137811347,2.237160669,8.805690723,12.53942743,1.651427921
3/19/2011,6.35444593,7.2657077,2.1384569,2.231681343,8.810332884,12.54199288,1.650153922,,3/17/2011,6.347125863,7.261787757,2.138026536,2.235304077,8.807238175,12.54566207,1.651003327
3/20/2011,6.358105841,7.267667522,2.138672074,2.193553993,8.811880141,12.54015829,1.64972911,,3/19/2011,6.35444593,7.2657077,2.1384569,2.231681343,8.810332884,12.54199288,1.650153922
3/26/2011,6.380063594,7.279424339,2.139963023,2.182339894,8.821162305,12.52915088,1.647178715,,3/20/2011,6.358105841,7.267667522,2.138672074,2.193553993,8.811880141,12.54015829,1.64972911
4/1/2011,6.19550169,7.05895582,2.072181096,2.106978085,8.545589153,12.11433264,1.591573264,,3/26/2011,6.380063594,7.279424339,2.139963023,2.182339894,8.821162305,12.52915088,1.647178715
4/2/2011,6.199042514,7.060125925,2.07238927,2.105151353,8.547085677,12.11255731,1.591161243,,4/1/2011,6.19550169,7.05895582,2.072181096,2.106978085,8.545589153,12.11433264,1.591573264
4/4/2011,6.206123925,7.062465907,2.072805603,2.101497873,8.550078534,12.10900668,1.59033699,,4/2/2011,6.199042514,7.060125925,2.07238927,2.105151353,8.547085677,12.11255731,1.591161243
4/6/2011,6.21320502,7.064805584,2.073221919,2.097844375,8.553071145,12.10545607,1.589512455,,4/4/2011,6.206123925,7.062465907,2.072805603,2.101497873,8.550078534,12.10900668,1.59033699
4/9/2011,6.223826071,7.073855379,2.073846357,2.092364092,8.557559581,12.1001302,1.614827868,,4/6/2011,6.21320502,7.064805584,2.073221919,2.097844375,8.553071145,12.10545607,1.589512455
4/12/2011,6.234446412,7.082903949,2.074470753,2.086883765,8.562047449,12.0948044,1.61335737,,4/9/2011,6.223826071,7.073855379,2.073846357,2.092364092,8.557559581,12.1001302,1.614827868
4/15/2011,6.245066044,7.091951294,2.075095108,2.081403396,8.566534759,12.08947864,1.61188625,,4/12/2011,6.234446412,7.082903949,2.074470753,2.086883765,8.562047449,12.0948044,1.61335737
4/17/2011,6.249585626,7.096181494,2.075767066,2.077749792,8.563325688,12.08361898,1.612531756,,4/15/2011,6.245066044,7.091951294,2.075095108,2.081403396,8.566534759,12.08947864,1.61188625
4/25/2011,6.267661678,7.108451464,2.078454691,2.063135186,8.550490282,12.06018084,1.615112781,,4/17/2011,6.249585626,7.096181494,2.075767066,2.077749792,8.563325688,12.08361898,1.612531756
4/26/2011,6.269920929,7.109985216,2.078790621,2.061308339,8.549200874,12.05737406,1.615435297,,4/25/2011,6.267661678,7.108451464,2.078454691,2.063135186,8.550490282,12.06018084,1.615112781
4/27/2011,6.272180122,7.11151897,2.079126547,2.059481487,8.547911474,12.0548812,1.615757788,,4/26/2011,6.269920929,7.109985216,2.078790621,2.061308339,8.549200874,12.05737406,1.615435297
4/29/2011,6.276214467,7.11458648,2.079798381,2.055827769,8.545332699,12.0498955,1.616402696,,4/27/2011,6.272180122,7.11151897,2.079126547,2.059481487,8.547911474,12.0548812,1.615757788
4/30/2011,6.278231565,7.116081048,2.080134289,2.054000903,8.544216148,12.04740266,1.616725112,,4/29/2011,6.276214467,7.11458648,2.079798381,2.055827769,8.545332699,12.0498955,1.616402696
5/1/2011,6.489590236,7.354828148,2.1498192,2.120579832,8.827869592,12.4465541,1.670949087,,4/30/2011,6.278231565,7.116081048,2.080134289,2.054000903,8.544216148,12.04740266,1.616725112
5/4/2011,6.495842786,7.359461405,2.15086047,2.114916503,8.824408319,12.43905501,1.671948347,,5/1/2011,6.489590236,7.354828148,2.1498192,2.120579832,8.827869592,12.4465541,1.670949087
5/5/2011,6.497926868,7.361049553,2.151207549,2.113028716,8.823254567,12.43655533,1.672529707,,5/4/2011,6.495842786,7.359461405,2.15086047,2.114916503,8.824408319,12.43905501,1.671948347
5/7/2011,6.50209488,7.364225875,2.151901692,2.109253128,8.820755356,12.43120136,1.673692282,,5/5/2011,6.497926868,7.361049553,2.151207549,2.113028716,8.823254567,12.43655533,1.672529707
5/15/2011,6.518764902,7.376931523,2.15467805,2.094150577,8.810758679,12.4090098,1.678340644,,5/7/2011,6.50209488,7.364225875,2.151901692,2.109253128,8.820755356,12.43120136,1.673692282
5/16/2011,6.517613484,7.379255001,2.15575277,2.092262736,8.81916813,12.43325125,1.67778781,,5/15/2011,6.518764902,7.376931523,2.15467805,2.094150577,8.810758679,12.4090098,1.678340644
5/20/2011,6.513007814,7.388548238,2.160051555,2.084711322,8.852703709,12.53021312,1.675576024,,5/16/2011,6.517613484,7.379255001,2.15575277,2.092262736,8.81916813,12.43325125,1.67778781
6/6/2011,6.283968094,7.210475184,2.108051266,1.986403483,8.705025896,12.52474018,1.612420561,,5/20/2011,6.513007814,7.388548238,2.160051555,2.084711322,8.852703709,12.53021312,1.675576024
6/9/2011,6.280625263,7.228628009,2.111170769,1.980922323,8.729354055,12.59509252,1.610812558,,6/6/2011,6.283968094,7.210475184,2.108051266,1.986403483,8.705025896,12.52474018,1.612420561
6/10/2011,6.279510985,7.234678539,2.112210584,1.979095261,8.737463055,12.61864575,1.61027647,,6/9/2011,6.280625263,7.228628009,2.111170769,1.980922323,8.729354055,12.59509252,1.610812558
6/13/2011,6.283592459,7.252828901,2.115329974,1.973614045,8.761788838,12.68930317,1.608667945,,6/10/2011,6.279510985,7.234678539,2.112210584,1.979095261,8.737463055,12.61864575,1.61027647
6/15/2011,6.28631308,7.266870594,2.117409519,1.969959876,8.778005047,12.73640623,1.607595378,,6/13/2011,6.283592459,7.252828901,2.115329974,1.973614045,8.761788838,12.68930317,1.608667945
6/20/2011,6.304123196,7.294726248,2.111161225,1.963348383,8.805787923,12.56494478,1.610135965,,6/15/2011,6.28631308,7.266870594,2.117409519,1.969959876,8.778005047,12.73640623,1.607595378
6/21/2011,6.307684907,7.300296955,2.109911586,1.96202606,8.811343734,12.53062398,1.61064383,,6/20/2011,6.304123196,7.294726248,2.111161225,1.963348383,8.805787923,12.56494478,1.610135965
6/24/2011,6.319900026,7.317008228,2.106162707,1.958059039,8.828009663,12.42766487,1.612166921,,6/21/2011,6.307684907,7.300296955,2.109911586,1.96202606,8.811343734,12.53062398,1.61064383
7/1/2011,6.56001111,7.607770622,2.167329401,2.013762444,9.162450894,12.59369429,1.669575118,,6/24/2011,6.319900026,7.317008228,2.106162707,1.958059039,8.828009663,12.42766487,1.612166921
7/2/2011,6.564217445,7.614464419,2.16603818,2.012395948,9.168189028,12.55718032,1.670098956,,7/1/2011,6.56001111,7.607770622,2.167329401,2.013762444,9.162450894,12.59369429,1.669575118
7/5/2011,6.560365116,7.634544627,2.16216456,2.00829641,9.18540185,12.44764185,1.671669948,,7/2/2011,6.564217445,7.614464419,2.16603818,2.012395948,9.168189028,12.55718032,1.670098956
7/11/2011,6.552661395,7.659882166,2.1544175,2.000097099,9.219820428,12.22858048,1.674809587,,7/5/2011,6.560365116,7.634544627,2.16216456,2.00829641,9.18540185,12.44764185,1.671669948
7/12/2011,6.551377563,7.664104672,2.153126347,1.998730517,9.225162229,12.19147922,1.675332556,,7/11/2011,6.552661395,7.659882166,2.1544175,2.000097099,9.219820428,12.22858048,1.674809587
7/13/2011,6.550093766,7.668327058,2.1518352,1.997363926,9.230503792,12.1551667,1.675855438,,7/12/2011,6.551377563,7.664104672,2.153126347,1.998730517,9.225162229,12.19147922,1.675332556
7/15/2011,6.54883545,7.676771471,2.149252927,1.99463072,9.241186188,12.08254335,1.676900942,,7/13/2011,6.550093766,7.668327058,2.1518352,1.997363926,9.230503792,12.1551667,1.675855438
7/16/2011,6.541128319,7.67840717,2.148937197,1.998385216,9.223882931,12.10032447,1.678585775,,7/15/2011,6.54883545,7.676771471,2.149252927,1.99463072,9.241186188,12.08254335,1.676900942
7/20/2011,6.510301842,7.656042675,2.14767443,2.013403316,9.154674786,12.16947034,1.685323865,,7/16/2011,6.541128319,7.67840717,2.148937197,1.998385216,9.223882931,12.10032447,1.678585775
7/21/2011,6.502595737,7.650113381,2.147358778,2.017157868,9.137373983,12.18675342,1.686018533,,7/20/2011,6.510301842,7.656042675,2.14767443,2.013403316,9.154674786,12.16947034,1.685323865
7/23/2011,6.487184138,7.638255039,2.146727519,2.024667009,9.101974973,12.2213155,1.687407732,,7/21/2011,6.502595737,7.650113381,2.147358778,2.017157868,9.137373983,12.18675342,1.686018533
7/26/2011,6.464068278,7.620468137,2.14578075,2.035930803,9.048880194,12.27441883,1.689491194,,7/23/2011,6.487184138,7.638255039,2.146727519,2.024667009,9.101974973,12.2213155,1.687407732
8/3/2011,6.402533098,7.573094234,2.143271661,2.065968313,8.907438889,12.41621939,1.695125903,,7/26/2011,6.464068278,7.620468137,2.14578075,2.035930803,9.048880194,12.27441883,1.689491194
8/4/2011,6.394878704,7.567193077,2.142963679,2.069723096,8.889806718,12.43332825,1.695860388,,8/3/2011,6.402533098,7.573094234,2.143271661,2.065968313,8.907438889,12.41621939,1.695125903
8/7/2011,6.372953464,7.549489574,2.142039754,2.080987337,8.836911902,12.48465315,1.698063794,,8/4/2011,6.394878704,7.567193077,2.142963679,2.069723096,8.889806718,12.43332825,1.695860388
8/11/2011,6.343720713,7.56201814,2.140807895,2.096006076,8.766389467,12.55308237,1.701001553,,8/7/2011,6.372953464,7.549489574,2.142039754,2.080987337,8.836911902,12.48465315,1.698063794
